Blank Column,Id,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Download,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library,Call Number,Extra,Notes,Cover,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
,9PN3B3A8,book,1996,"Herrera, Georgina; Rodríguez-Alcalá, María; Cordones-Cook, Juanamaría; Cordones Cook, Alexander Michael",Always rebellious: selected poems = Cimarroneando: poemas escogidos,,978-0-9827860-6-2,,,http://archive.org/details/alwaysrebellious0000herr,,1996,2022-04-24 00:30:59,2022-05-20 19:32:39,2022-04-24 00:30:59,,176,,,,,Always rebellious,tr,,,,Cubanabooks,"Chico, EEUU",spa;eng,,,Internet Archive,,https://www.worldcat.org/title/always-rebellious-selected-poems/oclc/894938169&referer=brief_results,,Cuba,"<div data-schema-version=""8""><p>While in the womb</p> <p>of my mother, every</p> <p>now and then, in the midst</p> <p>of the _wemilere_ splendor,</p> <p>the old Oweni spoke</p> <p>through the thick thump thump of the drum.</p> <p>His hoarse voice was heard</p> <p>filled with many longings;</p> <p>claiming,</p> <p>urging his return. Desolated,</p> <p>the fields had become, the grass.</p> <p>How desperate the hunger of the wild beasts!</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/EJZ5KSMH/allways-rebellious.jpg,,,"Herrera, Georgina -- Translations into English",,,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,
,3RA9FP3E,book,2019,"Duncan, Quince",Cuentos de Anansi,,,,,https://www.mep.go.cr/sites/default/files/documentos/cuentos-anansi.pdf,,2019,2022-04-11 14:55:19,2022-05-20 19:30:00,2022-04-11 14:55:19,,,,,,,,,,,,Ministerio de Educación Pública,"San José, Costa Rica",spa,,,Ministerio de Educación Pública,https://www.mep.go.cr/,https://www.worldcat.org/title/cuentos-de-jack-mantorra/oclc/948392067/editions?editionsView=true&referer=br,,Costa Rica,"<div data-schema-version=""8""><p>Los cuentos que usted va a leer, vienen de muy lejos. Los cuenta Jack Mantorra, un viejecito que vino de Jamaica, aquella linda isla del Caribe, y vive en Limón<br>desde hace mucho tiempo. Porque Jack Mantorra es un negrito cuentero, que anda de pueblo en pueblo entreteniendo a la gente con sus extraños personajes.<br>Un gran viejecito cuentero, sí, que pasa el tiempo preocupado por los niños y los jóvenes.</p> <p><br>Jack Mantorra se basa para componer sus cuentos, en las tradiciones que heredó de su abuelito, que era un africano. De ahí vienen algunas de las historias. Otros nombres y otros relatos, vienen del Caribe de donde es el negrito cuentero, como hemos visto. Pero les aseguro que Jack no se queda con tantas cosas del pasado, sino que inventa cuentos para los niños y jóvenes de hoy.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/T7RDBRPQ/cuentos-anansi.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HY5BWLI2,book,1995,"Duncan, Quince; Martin-Ogunsola, Dellita",The best short stories of Quince Duncan,,978-9977-23-618-6,,,,,1995,2022-04-11 14:53:35,2022-05-20 17:20:17,,,,,,,,,tr,,,,Editorial Costa Rica,"San José, Costa Rica",spa;eng,,,,,https://www.worldcat.org/title/best-short-stories-of-quince-ducan/oclc/1318451673&referer=brief_results,,Costa Rica,"<div data-schema-version=""8""><p>Siempre con el mismo lodazal de ayer. Cada día y cada hora, los ojos llenos de agonía y las manos secas por tanta lucha, y total para nada. Y dicen que uno es vago, que no le gusta trabajar la tierra, y yo pregunto, ¿trabajar la tierra para qué? Total, la tierra no nos pertenece después de cincuenta años de trabajarla. Un día aparece el verdadero dueño: uno que no había nacido cuando papá dio en esos terrenos la primera machetada, y reclama la tierra y nos echa. Mejor trabajemos en el muelle. ¿Y trabajar en el muelle para qué? Día tras día con los callos vivos restregándose contra las callosidades muertas, como lumbre y ceniza la palma, cansada de producir riqueza para ninguno de los míos; el mundo tiene su particular estilo que nadie le quita porque es mug suyo, pues, a la verdad, así la hicieron y así se queda. De tal manera, entonces, condenación al infierno y jale.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/IXL4JV88/portadas_4-23-2022-historias-Duncan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VY6NRBN9,book,2013,"Joseph Montout, Dolores",Tres relatos del Caribe costarricense (en inglés),,978-9977-59-021-9,,,http://www.patrimonio.go.cr/biblioteca_digital/publicaciones/2013/tres_relatos_caribe.pdf,,2013,2022-04-10 23:32:32,2022-05-20 17:19:41,,,,,,,,Tres relatos del Caribe costarricense (en inglés),tr,,,,"Ministerio de Cultura, Juventud y Deportes","San José, Costa Rica",eng;spa,,,Centro de Investigación y Conservación del Patrimonio Cultural,http://www.patrimonio.go.cr/,https://www.worldcat.org/title/tres-relatos-del-caribe-costarricense-en-ingles/oclc/1142099575&referer=brief_results,,Costa Rica,"<div data-schema-version=""8""><p>Jenny Wilkins boarded the bus at the first stop of Corales No. 1, Jenny Wilkings, a very loquacious old soul, very positive in her remarks, loud, very loud in speaking. Her head tied with a bright red hand-kerchief, as a neighbor a virago, always ready to voice her opinion, with interjections of strong adjectives.</p> <p>“Wat guine an Miss Manda”. She greeted Amanda, her friend.</p> <p>“Nat a ting. Guaing to town fi see wat me can by. Nat a ting in dese dam shaps in Corales”.</p> <p>“Youh no knaw. Dem people up here only open shap, and noting in the shap dem. Youh go fi buy rice, No hay, Sugar,<br>No hay, Sweet ail. No hay, Nat eben camman salt. As fi cigaret... Dont bather ask... Dem just fi close down the blasted pleace... A person run out a enyting, hab fi jump pan de bus, fi go to town... An de bus so frigging slow... Corales is one hell ob a pleace... “, concluded Amanda.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/CGDIC9GN/tres_relatos_caribe.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R4S7GF4B,book,1869,"Mendizábal, Horacio",Horas de meditación,,,,,https://upload.wikimedia.org/wikipedia/commons/3/35/Horas_de_meditacion_-_Horacio_Mendizabal.pdf,,1869,2022-04-10 23:13:39,2022-05-20 17:18:53,,,,,,,,,,,,,Imprenta Buenos Aires,Buenos Aires,spa,,,Wikimedia Commons,https://commons.wikimedia.org/wiki/Main_Page,https://www.worldcat.org/title/horas-de-meditacion/oclc/1160086329&referer=brief_results,,Argentina,"<div data-schema-version=""8""><p>Estos versos son las íntimas sensaciones de mis instantes de dolor y melancolía ó mis débiles cantos de esperanza en el porvenir: algún grito de entusiasmo arrancado del amor á la libertad, un eco perdido que responde al movimiento de la revolución política y social que empieza á con­ mover las naciones de uno y otro continente.</p> <p>Al lamentar los funestos errores de la sociedad en que vivimos, para la que constituye un crimen nuestro color, al medir la separación de una y otra clase, el infortunio de la una y el orgullo de la otra, yo abandonaba esta atmósfera de corrupción, yendo á respirar el aire perfumado de nues­ tros campos floridos.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/TE66BEMG/Horas_de_meditacion_-_Horacio_Mendizabal.pdf.jpg,,,,,,,,,,,,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAS6AX4R,book,1865,"Mendizábal, Horacio",Primeros versos,,,,,https://catalog.hathitrust.org/Record/007371355,,1865,2022-04-10 22:50:33,2022-05-20 17:18:19,2022-04-10 22:50:33,,187,,,,,,,,,,Imp. de Buenos Aires,Buenos Aires,spa,,,HathiTrust,http://hathitrust.org,https://www.worldcat.org/title/primeros-versos-de-horacio-mendizabal/oclc/55249500&referer=brief_results,,Argentina,"<div data-schema-version=""8""><p>No pretendo, lector, que las pobres composiciones que te presento tengan algunas poesias; todo lo contrario, las juzgo solamente áridas y, quizá, imperfectas rimas; flores nacidas en frio y desolante páramo; tristes y raquíticas matas en medio del desierto—sin verdor, ni lozania—que carecen de la jentileza de la palma; pero que abundan en la monotonía de los estensos llanos.</p> <p>Así, lector, sé un tanto benigno al leer mis humildes versos. Hijos, algunos, del amor á la Patria y á la Libertad, otros lo son de mi pálida fantasia; quizá alguno fué inspirado por la virtud, quizá alguno por la melancolía. Mas en ninguna de mis composiciones encontrareis la fibra poética, el nervio natural de los sublimes soñadores; mi alma no se enciende en las llamas, do la quisiese ver fulgurar; no tengo una harpa.... carezco de una lira.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/N5LR6LY8/mendizabal-primeros-versos.jpg,,,,,,,,,,,,,,,,,,,,,,,1865,,,,,,,,,,,,,,,,,,,,,,,,,,
,5ZKYVD85,book,1990,"Zapata Olivella, Juan",Historia de un joven negro novela,,978-958-14-0157-4,,,,,1990,2022-04-10 22:06:07,2022-05-20 17:17:49,,,,,,,,,,,,,Plaza & Janes,Bogotá,spa,,,,,https://www.worldcat.org/title/historia-de-un-joven-negro-novela/oclc/252810706&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>Era lunes, y el capitán mortificado por el calor sofocante, se quejó de los apagones de energía eléctrica que mantenían sin servicio el aparato de aire acondicionado. La secretaria, joven y pelirroja, le recordó los compromisos del día: visitar el club de oficiales; acudir a la cita del comisariato de compras, almorzar en el casino militar y revisar con sumo cuidado el expediente del bachiller negro.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/6S9K45SJ/portadas_4-22-2022_historia-de-un.jpg,,,,,,,,,,,,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,
,7CAPUDPI,book,2010,"Zapata Olivella, Manuel; Tittler, Jonathan","Changó, the Biggest Badass",,,,,,,2010,2022-04-03 23:22:20,2022-05-20 17:17:16,,,,,,,,,tr,,,,Texas Tech University Press,Texas,eng,,,,,https://www.worldcat.org/search?q=chango+the+biggest+badass&qt=owc_search,,Cuba,"<div data-schema-version=""8""><p>Climb aboard this novel like so many million African prisoners on the slave ships; and feel free despite your chains.</p> <p>Take off your clothes!</p> <p>Whatever your race, culture, or class, don’t forget that the land where you tread is America, the New World, humanity’s new dawn. So become a child. If you find strange spirits ---in word, character, or plot---take them as a challenge to your imagination. Forget about academics, verb tenses, the boundaries between life and death, because in this saga there is no other trace than the one you leave behind: you are the prisoner, the discoverer, the founder, the liberator. </p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/A2RXMGJC/portadas_4-22-2022_chango.jpg,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,
,M8KQPN9M,book,2013,"Panchano, Lucrecia; Posada de Pupo, Elisa; Mina Díaz, Ana Teresa; Ramírez Nieva, María Teresa; Grueso Romero, Mary; Posso Figueria, Amalia Lú; Truque, Sonia Nadhezda; Truque Vélez, Colombia; Córdoba, Jenny de la Torre; Duque Palacios, Sayly; Guerrrero, Julia Simona; Moreno Aguirre, Dionicia; López Hernández, Lydia Cristina; Valencia Córdoba, Elcina; Milena Lucumí, Ana; Bejarano Velásquez, Nidia Bejarano; Torres Herrera, Lorena; Popov, María de los Ángeles; Delgado Mina, Sobeida; Nerma Rojas, Nelly Patricia",¡Negras somos!: antología de 21 mujeres poetas afrocolombianas de la región pacífica,,978-958-8416-34-2,,,https://bibliotecadigital.univalle.edu.co/bitstream/handle/10893/20192/Negras_somos.pdf?sequence=1,,2013,2022-04-03 19:03:50,2022-05-20 17:16:34,,,,,,,,,,,,,Apidama,Bogotá,spa,,,Biblioteca Digital de la Universidad del Valle,https://biblioteca.univalle.edu.co/,https://www.worldcat.org/title/negras-somos-antologia-de-21-mujeres-poetas-afrocolombianas-de-la-region-pacifica/oclc/926615694&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>África grita</p> <p>En tu fisonomía, pelo y piel. África grita.</p> <p>Grita en la mezcolanza de la pigmentación,</p> <p>grita en el alma, allí donde lo noble de todo ser habita,</p> <p>y hace eco, en los vericuetos de la imaginación.</p> <p>África grita en las mil voces del ancestro</p> <p>como fuerza telúrica, estremece nuestro ser.</p> <p></p> <p>Grita todo lo suyo, que también es lo nuestro,</p> <p>en todos nuestros actos y nuestro quehacer.</p> <p>África grita, en todo aquello que significa vida</p> <p>y en el dolor sin nombre de siglos de opresión.</p> <p>África grita, en la esperanza y en la fe perdida</p> <p>y en las reconditeces de nuestro corazón.</p> <p></p> <p>África grita, no para inventariar un pasado infamante</p> <p>ni hacer recordatorios de humillante racismo.</p> <p>África grita, para impulsarnos a seguir adelante,</p> <p>para que nuestra identidad no se vaya al abismo.</p> <p>África grita en la sangre que corre por las venas</p> <p>y hace del corazón, lugar de confluencia.</p> <p></p> <p>Grita en nuestras alegrías, también en nuestras penas</p> <p>y releva en raíces, su física presencia.</p> <p>En todo cuanto existe y nuestro entorno agita</p> <p>África con vehemencia y sin ambages GRITA.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/I53ETMGH/Negras_somos.jpg,,,,,,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,
,8EXDA9P9,book,1972,"Artel, Jorge",Poemas con botas y banderas,,,,,,,1972,2022-04-03 18:56:16,2022-05-20 17:15:23,,,,,,,,,,,,,Ed. Mejoras,"Barranquilla, Colombia",spa,,,,,https://www.worldcat.org/title/poemas-con-botas-y-banderas/oclc/253425662&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p style=""padding-left: 40px"" data-indent=""1"">Poemas</p> <p>escritos con lágrimas</p> <p>de un niño sin pan;</p> <p>con las manos podridas de un soldado</p> <p>que no volvió de la guerra;</p> <p>con el rencor de un negro</p> <p>linchado por las turbas del Sur;</p> <p>con las palabras de un obrero</p> <p>y la angustia de una patria encadenada,</p> <p>cumplid vuestro destino de los hombres:</p> <p>prendidos de sus labios,</p> <p>con el pulso de sus corazones,</p> <p>marcando el ritmo igual y firme de sus pasos,</p> <p>hacia la libertad.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/7SKSF8DJ/portadas_4-22-2022_poemas-botas.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LNQGG366,book,1988,"Ribeiro, Esmeralda",Malungos e milongas: (conto),,,,,,,1988,2022-04-03 18:39:39,2022-05-20 17:15:19,,,,,,,,Malungos e milongas,,,,,Autoria Quilhombhoje,São Paulo,pt,,,,,https://www.worldcat.org/title/malungos-e-milongas-conto/oclc/253633532&referer=brief_results,,Brasil,"<div data-schema-version=""8""><p>Dona Irina, a faxineira da empresa, dava consultas espirituais para Ruth, de quinze em quinze dias à hora do almoço.</p> <p>A faxineira colocava um avental vermelho-sangue, trinta pulseiras--- quinze em cada braço --- e um anel de ouro maciço, para receber o espírito de cigana Ina. Sentava de costas para a porta de entrada e Ruth fiçava A sua frente. Davam-se as mãos, uma olhando para a outra. A mulher mexia com a boca, sem emitir nehum som. Isto levava um bom tempo até a consulta.</p> <p>--- Filha, o que você quer da cigana Ina?</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/SUW855KR/portadas_4-22-2022_malungos-y-mil.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3BKPQ5K4,book,2014,"Barreto, Lima; Carlyon, Mark",The sad end of Policarpo Quaresma,,978-0-14-139570-8,,,,,2014,2022-05-11 17:28:57,2022-05-18 21:14:37,,,,,,,,,tr,,,,Penguin Classics,Londres,eng,,,,,https://www.worldcat.org/title/sad-end-of-policarpo-quaresma/oclc/876285406&referer=brief_results,,Brasil,"<div data-schema-version=""8""><p>The buildings in the suburbs of Rio de Janeiro are the strangest of all the city. Part of this is undoubtedly due to the local topography, the capricious shape of the hills. The main cause, however, is the bizarre nature of the buildings themselves.</p> <p>You can picture nothing as irregular, as erratic and as completely unplanned. The houses sprouted up like seeds that had been scattered by the wind, and the streets sprouted up alongside them. Some begin as wide as a boulevard and end as narrow as an alley; they meander align in fortuitous loops and resist straightened out with implacable tenacity.</p> <p>At times they run parallel, with irritating regularity; at others they draw away from each other, leaving large open spaces crammed with houses, In some places the houses are piled on top of each other, oppressively passed together, Then suddenly a field opens out, stretching away as far as the eye can see.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/UTNDR8Z9/quaresma-eng.jpg,,,,,,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
,FD5E4XBF,book,2015,"Chiriboga, Luz Argentina; Miller, Ingrid Watson; Morris, Margaret Lindsay",The Devil's Nose,,978-1-63417-690-3,,,,"At the end of the nineteenth century, thousands of Jamaicans journeyed to Ecuador to fulfill their dreams for their future. But, to secure this dream, they had to accomplish their goal, which was to build President Eloy Alfaro's dream project -- a railroad system that would connect Guayaquil and Quito. In order to succeed, they had to conquer La nariz del diablo (The Devil's Nose), one of the most dangerous peaks in the Andes. This novel of historical fiction relates one of the greatest feats of engineering from the viewpoint of the Jamaican workers.",2015,2022-04-28 11:38:34,2022-05-18 21:14:27,,,,,,,,,tr,,,,Page Publishing,New York,eng,,,,,https://www.worldcat.org/title/devils-nose/oclc/913831341&referer=brief_results,,Ecuador,"<div data-schema-version=""8""><p>Kingston, September 8, 1900, <em>Saint Mary Day</em>.</p> <p>The news spreads rapidly in Jamaica. Representatives of the Guayaquil and Quito Railway Company are calling for laborers to go work in Ecuador, a country located in South America. Contractors MacDonald and H. Killan have gone to the harbor to offer such an important job opportunity to build the railway line. They promise good &nbsp;wages, proper treatment, and safety.</p> <p>Men approach in order to find out what is all about; nobody knows where Ecuador is. For the Marret brother Gregory and Syne, their mind is running while they consider what the contractors tell them and they beging to understand the proposal.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/JNFTSRD6/devilsnose.jpg,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,
,JKIGEAXF,book,2013,"Santos-Febres, Mayra; Lytle, Stephen",Sirena selena,,978-1-4299-8028-9,,,,"Discovered by Martha Divine in the backstreets of San Juan, picking over garbage, drugged out of his mind and singing boleros that transfix the listener, a fifteen year old hustler is transformed into Sirena Selena, a diva whose uncanny beauty and irrisistable voice will be their ticket to fame and fortune. Auditioning for one of the luxury hotels in the Dominican Republic, Selena casts her spell over Hugo Graubel, one of the hotel's rich investors. Graubel is a powerful man in the Republic, married with children. Silena, determined to escape the poverty and abuse s/he suffered as a child, engages Graubel in a long seduction in this mordant, intensely lyrical tragi-comedy - part masque, part cabaret - about identity (class, race, gender) and ""the hunger and desire to be other things.""",2013,2022-05-16 16:08:28,2022-05-18 21:13:55,2022-05-16 16:08:28,,,,,,,,tr,,,,Picador,New York,eng,,,,,https://www.worldcat.org/title/sirena-selena-a-novel/oclc/872618095&referer=brief_results,,Puerto Rico,"<div data-schema-version=""8""><p>The bigger one, the smaller one. One is hombre, the other is mujer, although he can be the smaller one; the man is not necessarily stronger or bigger than the other one, but he’s the one who leads, who decides, who rules. There are many ways to rule, many things required to be un hombre or to be una mujer, for each person can decide for himself. Sometimes &nbsp;you can even be both. Without having to choose one or the other. Money, a big car, the billetes to go far away, to go into the best bars, the one with the most lights. That’s what the man has, And if he dances and the other one leads, then he’s la &nbsp;mujer. And if she decides where to go, then she’s el hombre, but if he stays there in the arms of Migueles, who is leading, he’s una mujer. But what if it was she who convinced him to dance, who brought him here with her hot face and her tricks? Then who is el hombre, la mujer?</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/NW2LFIFJ/sirena-eng.jpg,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,
,WSE9RY8L,book,2013,"Morejón, Nancy; Carmell, Pamela",Querencias = homing instincts,,978-0-9827860-5-5,,,,"In this bilingual volume of poetry by world famous Afro-Cuban belle des letres Nancy Morejón, the power of her lyrical voice mesmerizes. Most of the poems have never before appeared in English, and here Pamela Carmell's delicate touch does tribute to their depth and intricacy. The theme of the collection is love, in all its forms- from romantic love, to familial affection, to patriotic fervor. Known as a feminist and a powerfully political player of the Cuban Revolution, Morejón reveals a different side of herself here. Experience depths of passion and pride as experienced and represented by one of the most uniquelt talented players of our time.",2013,2022-04-24 00:29:19,2022-05-18 21:13:43,,,,,,,,,tr,,,,Cubanabooks,"California, EEUU",spa;eng,,,,,https://www.worldcat.org/title/homing-instincts-querencias/oclc/995302042&referer=brief_results,PQ 7390 .M68 A2 2014,Cuba,"<div data-schema-version=""8""><p>on a map we can draw all the lines</p> <p style=""padding-left: 40px"" data-indent=""1"">horizontal straight diagonal</p> <p>from the Greenwich Meridian to the Gulf of Mexico</p> <p style=""padding-left: 40px"" data-indent=""1"">that more or less</p> <p>comprise the quirks of our identity</p> <p></p> <p>there are also maps so large, so very large</p> <p style=""padding-left: 40px"" data-indent=""1"">in our imagination</p> <p>and globes that go on forever</p> <p style=""padding-left: 40px"" data-indent=""1"">marta</p> <p></p> <p>but today I suspect that on a ver small, minute</p> <p style=""padding-left: 40px"" data-indent=""1"">map</p> <p>sketched on a piece of notebook paper</p> <p style=""padding-left: 40px"" data-indent=""1"">we could fit all of our history</p> <p style=""padding-left: 40px"" data-indent=""1""></p> <p style=""padding-left: 40px"" data-indent=""1"">all of it</p> <p></p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/UN6LFFPP/instincts.jpg,,,Cuba; Women; Love poetry; Poetry,,,,"Carmell, Pamela",,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,JKXG8VD7,book,1840,"Manzano, Juan Francisco; Madden, Richard Robert",Poems by a slave in the island of Cuba,,,,,https://ia600303.us.archive.org/18/items/poemsbyslaveinis00manz/poemsbyslaveinis00manz.pdf,,1840,2022-04-11 15:46:44,2022-05-18 21:13:30,2022-04-11 15:46:44,,206,,,,,"Poems by a Slave [Juan F. M., i.e. Juan Francisco Manzano] in the Island of Cuba, recently liberated; translated from the Spanish, by R. R. Madden, M.D. With the history of the early life of the negro poet, written by himself; to which are prefixed two pieces descriptive of Cuban slavery and the slave traffic, by R. R. M. [i.e. R. R. Madden.]",tr,,,,T. Ward & Co.,Londres,eng,,,Wellesley College Library,https://archive.org/details/Wellesley_College_Library,https://www.worldcat.org/title/poems-by-a-slave-juan-f-m-ie-juan-francisco-manzano-in-the-island-of-cuba-recently-liberated-translated-from-the-spanish-by-r-r-madden-md-with-the-history-of-the-early-life-of-the-negro-poet-written-by-himself-to-which-are-prefixed-two-pieces-descriptive-of-cuban-slavery-and-the-slave-traffic-by-r-r-m-ie-r-r-madden/oclc/1152802882&referer=brief_results,,Cuba,"<div data-schema-version=""8""><p>Behold, yon placid, plodding, staid old man,</p> <p>His still and solemn features closely scan!</p> <p>In his calm look how wisdom's light is shed,</p> <p>How the grey hairs, become his honoured head!</p> <p>Mark how the merchants bow, as he goes by,</p> <p>How men on 'Change, at his approach draw nigh,</p> <p>“Highly respected,"" and esteemed ; 'tis said,</p> <p>His fame to Afric's farthest shore is spread!</p> <p>Behold, his house!—if marble speak elsewhere,</p> <p>“Sermons in stones"" are with a vengeance here,</p> <p>Whate'er the potent will of wealth can do</p> <p>Or pride can wish, is offered to your view.</p> <p>Those gay saloons, this banquet hall's array,</p> <p>This glaring pile in all its pomp survey,</p> <p>The grandeur strikes—one must not look for taste—</p> <p>What's gorgeous, cannot always be quite chaste.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/5E7CZDQT/poemsbyslaveinis00manz.jpg,,,Slavery,,,,,,,,,,,,,,,,,,,,1840,,,,,,,,,,,,,,,,,,,,,,,,,,
,TYDQS6PJ,book,2016,"Robinson Abrahams, Hazel; Chapman, Annie","No give up, maan! = ¡No te rindas!",,978-958-8250-90-8 978-958-8250-88-5,,,https://archive.org/details/no-give-up-maan/page/290/mode/2up?view=theater,,2016,2022-04-02 01:09:55,2022-05-18 21:13:00,,,,,,,,"No give up, maan! = ?",tr,,,,Ministerio de Cultura de Colombia,Bogotá,spa;eng,,,Biblioteca Básica de Cultura Colombiana,https://siise.bibliotecanacional.gov.co/BBCC/Home/Index/1,https://www.worldcat.org/title/no-give-up-maan-no-te-rindas/oclc/1069609706/editions?referer=di&editionsView=true,,Colombia,"<div data-schema-version=""8""><p>—Di lo que quieras, George —intervino Birmington—. Los esclavos del continente han recibido la libertad y aquí también se tocará la campana de la libertad y todo lo demás vendrá con ella.</p> <p>***</p> <p> “Say what you will George,” interrupted Birmington. “Slavery on the mainland has been abolished and it will happen here too. The bell of freedom will toll and everything else will come with it.”</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/6CJENVBD/no-give-up-man-hazel-robinson.jpg,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,
,7VMJC5J4,book,1969,"Díaz Sánchez, Ramón; Upton, John",Cumboto,,978-0-292-78406-2,,,,,1969,2022-05-14 22:27:11,2022-05-18 21:03:24,,,,,,,,,tr,,,,University of Texas Press,"Texas, EEUU",eng,,,,,https://www.worldcat.org/title/cumboto/oclc/1131228305&referer=brief_results,,Venezuela,"<div data-schema-version=""8""><p>I imagined thousands of fantastic things, and my nights were filled with erotic visions. There she was, not in the city but in the deep jungle, writing and gleaming at the center of a group of naked Negroes. She was dancing to the beat of the deep drums, whose music took on Beethoven’s rich harmony and yet retained all their telluric vigor. I knew that this was a strange and absurd synthesis, and yet in my dream I heard it happen. It was like a monstrous hybrid--of a dolphin or an albatross and a panther, say. It was so powerful that I was swept up in a kind of whirlwind, and I twisted and vibrated like a bow when its strings snaps. This was the goal toward which the uncontrollable, fiery cataract of my life was rushing. The dream reoccurred many times; it was the work of a clever succubus who came to my cot regularly to conduct her oneiric concert.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/3CUXDYBY/cumboto-eng.jpg,,,,,,,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,
,R2SWGX5D,book,2010,"Batrell, Ricardo; Sanders, Mark A.",A Black Soldier's Story: the Narrative of Ricardo Batrell and the Cuban War of Independence,,978-0-8166-5008-8,,,,,2010,2022-03-07 03:09:11,2022-05-18 21:02:24,,,,,,,,A black soldier's story,tr,,,,University of Minnesota Press,"Minneapolis, USA",eng,,,,,https://www.worldcat.org/title/black-soldiers-story-the-narrative-of-ricardo-batrell-and-the-cuban-war-of-independence/oclc/617508704,F 1786 .B3313 2010,Cuba,"<div data-schema-version=""8""><p>But then I could retreat from the camp, although with sharp pains in my leg. Sanguily, Pedro José Castillo Maróa, his assistant, Pablo Espinosa, and my good friend Leocadio all were able to retreat much faster than I because my wounds hadn’t completely healed. I was a roadblock for me; so I lay down and was now decaying, I was a roadblock for me; so I lay down on the ground next to the tree, and covered myself with dirt; and as it turned out, that saved me.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/6F9GIHBN/large.jpeg,,,"History; Biography; Personal narratives; Soldiers; Cuba; Batrell, Ricardo, 1880-; Black people; Revolution, 1895-1898",,,,"Sanders, Mark A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
